,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtCond,HeatingQC,1stFlrSF,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,perc_1stflr,house_footprint,RoomSize,Bsmt_Y,AgeSold,gaudist_LincolnGrand,gaudist_GreekCircle,gaudist_OntarioND,gaudist_Grand24,gaudist_BloomStange,BsmtBath,Bath,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood
29,10,5,10,10.0,0.0,10,2046,2,10,7,2,3.0,100.0,13.259024042511818,292.2857142857143,1,1,0.008229551627567028,0.0220929809739006,0.13270397727091596,0.11505313898135223,0.7764516038271193,1.0,2.5,0,0,0,0,1,0,0,0
30,5,8,0,-5.0,0.0,5,886,2,0,4,0,1.0,100.0,15.318118948824342,221.5,1,13,0.7893084279331469,0.22787265212904095,0.004025227894097288,0.5442095776879408,0.06055432584384062,0.0,1.0,0,0,0,0,0,0,0,0
31,7,6,5,5.0,0.0,10,1258,3,5,6,0,2.0,100.0,16.34403014161361,209.66666666666663,1,0,0.015699924983849506,0.019793294140143906,0.04315483506065711,0.2655649279039925,0.901109531677532,0.0,2.0,0,0,0,0,1,0,0,0
32,6,5,5,5.0,0.0,10,1324,3,5,6,0,2.0,100.0,7.159078620093,220.66666666666663,1,5,0.01993232510090811,0.025502890842295727,0.051014668238079375,0.29400075434421485,0.9357115681132819,0.0,2.0,0,0,0,0,1,0,0,0
33,6,7,0,0.0,0.0,5,1053,4,5,8,1,2.0,56.980519480519476,8.06711100896345,231.0,1,8,0.8656260113981106,0.6172726538649381,0.0406204572388648,0.5407744462028966,0.14766649044693295,0.0,1.5,0,0,0,0,0,0,0,0
34,5,6,0,0.0,0.0,0,1269,3,0,6,1,1.0,100.0,16.00050435001891,211.5,1,48,0.5201144491485338,0.1144354605847151,0.002235473499982879,0.6891870617238804,0.08415067608574572,0.0,1.5,0,0,0,1,0,0,0,0
35,7,5,5,5.0,0.0,10,1346,3,5,6,1,3.0,100.0,11.314727639542701,224.33333333333331,1,2,0.07496151833937158,0.2561103237692083,0.013852622918038609,0.0017548087440142617,0.00037147200768356344,1.0,2.0,0,0,0,0,1,0,0,0
36,7,5,5,5.0,0.0,10,856,3,5,7,0,2.0,48.94225271583762,9.23209663503019,249.8571428571429,1,7,0.0021842792010336215,0.05932040906776975,0.4202141028350438,0.00042318266680294644,0.0027341770620391806,0.0,2.5,0,0,0,0,1,0,0,0
37,3,5,0,-5.0,0.0,0,492,1,0,3,0,1.0,100.0,6.28352490421455,164.0,1,56,0.7479646209909806,0.21128918701742497,0.00403250544337275,0.5929054134767522,0.06992128416295838,1.0,1.0,0,0,0,0,0,0,0,0
38,6,6,0,0.0,0.0,0,1118,4,5,8,1,2.0,55.073891625615765,9.28108915822679,253.75,1,31,0.10440912085718543,0.07252748329280093,0.031560197682422304,0.7386857650453197,0.8045415284103145,0.0,2.5,0,0,0,1,0,0,0,0
39,5,6,0,0.0,0.0,0,988,3,0,5,0,1.0,100.0,13.81818181818181,197.6,1,41,0.23153114292075522,0.12543672842884615,0.024097501062660284,0.948268658851806,0.5780538857182661,1.0,1.0,0,0,0,1,0,0,0,0
40,9,5,5,10.0,0.0,10,1533,4,10,8,1,3.0,70.58011049723757,13.93636363636363,271.5,1,8,0.03330196854118502,0.06493172532368682,0.15534658348535024,0.2718672929990495,0.9572531909740427,0.0,2.5,0,0,0,0,1,0,0,0
41,6,5,0,0.0,0.0,0,1080,3,0,5,0,2.0,100.0,11.755741809078039,216.0,1,24,0.14564565032885274,0.053286211494063915,8.264624245355819e-05,0.0029743258941579104,5.4923076494671704e-05,0.0,1.5,0,0,0,0,1,0,0,0
42,7,7,0,0.0,0.0,10,1312,3,0,6,1,2.0,100.0,11.554381329810651,218.66666666666663,1,7,0.3766620158970787,0.07290447636908363,0.0015749247268332324,0.7262122644718424,0.09631480930884201,0.0,1.5,0,0,0,1,0,0,0,0
43,5,6,0,0.0,0.0,5,925,2,0,5,0,2.0,100.0,10.7084973373466,185.0,1,43,0.02843834314039377,0.21924977109707716,0.950923824990401,0.03414309767829433,0.16848977229262244,1.0,1.0,0,0,0,0,1,0,0,0
44,5,9,0,5.0,0.0,10,751,3,5,6,0,0.0,48.95697522816167,6.9537037037037,255.66666666666663,1,8,0.6672003934715991,0.21883620560388703,0.007105909769648273,0.7725710863188626,0.13297442640919857,0.0,1.5,0,0,0,1,0,0,0,0
45,8,5,5,10.0,0.0,10,1158,4,5,9,1,3.0,48.73737373737373,8.146324305311289,264.0,1,0,0.010430097099103905,0.02704211686157522,0.1423399203872416,0.13212974561509638,0.8116128052820519,0.0,3.5,0,0,0,0,1,0,0,0
46,7,5,5,5.0,0.0,10,847,4,5,8,1,2.0,43.23634507401735,7.180400135639189,244.875,1,2,0.021720752769848042,0.027319491378417302,0.05165270485783838,0.30851502464765906,0.9433849753717528,0.0,2.5,0,0,0,0,1,0,0,0
47,5,4,0,0.0,0.0,5,1148,3,0,8,1,1.0,66.8997668997669,10.0622315715663,214.5,1,1,0.13989767223954527,0.6587509767880485,0.5642791388366166,0.05678055363334316,0.08860192653809629,0.0,1.5,0,0,0,1,0,0,0,0
48,5,7,0,0.0,0.0,0,936,2,0,5,1,0.0,100.0,20.8695652173913,187.2,1,60,0.8581106193279611,0.4159550657255655,0.01750518579952184,0.6456746519940249,0.13067006379170376,1.0,1.0,0,0,0,0,1,0,0,0
49,5,6,0,0.0,0.0,5,682,2,0,5,0,2.0,55.447154471544714,6.53256704980842,246.0,1,28,0.7749127276439126,0.2861924984342788,0.009154712556570358,0.6995451247554723,0.11809290061649283,0.0,1.5,0,0,0,0,1,0,0,0
50,5,6,0,0.0,0.0,-5,1296,6,0,12,0,0.0,50.0,11.900826446280991,216.0,1,57,0.2985096396961113,0.9111139792065729,0.25163228906840635,0.06761187348197047,0.04754316157338981,2.0,2.0,0,1,0,0,1,0,0,0
51,8,5,5,5.0,0.0,10,1565,2,5,5,0,2.0,100.0,41.3583509513742,313.0,1,0,0.11900176442494609,0.20733249762747405,0.2184882047572293,0.4307851691482573,0.8393822015578497,1.0,2.0,0,0,1,0,1,0,0,0
52,6,7,0,5.0,0.0,10,1140,3,0,7,1,2.0,61.02783725910065,9.42928039702233,266.85714285714283,1,4,0.07225534484735818,0.06983879124885042,0.0552849143295829,0.5719580238613323,0.9426346736561799,0.0,3.5,0,0,0,1,0,0,0,0
53,7,5,5,5.0,0.0,10,1422,3,5,7,0,2.0,100.0,16.72941176470588,203.14285714285717,1,3,0.006241832488699826,0.11901319780400496,0.37772971747923056,0.0008744268519366554,0.003220314820395139,0.0,2.0,0,0,0,0,1,0,0,0
54,5,5,0,5.0,5.0,0,1200,3,0,5,0,0.0,100.0,11.11111111111111,240.0,1,21,0.17292618523121003,0.6737122226434846,0.5582032964182674,0.09718859920481555,0.15001206806324377,3.0,3.0,0,1,0,1,0,0,0,0
55,5,4,0,5.0,0.0,0,1001,4,0,5,1,2.0,60.99939061547837,9.30383864671437,328.2,1,36,0.1110083458397352,0.4570479281355374,0.6773740568838718,0.11648913307434663,0.27403575553385806,0.0,2.0,0,0,0,1,0,0,0,0
56,8,5,5,5.0,0.0,5,1973,3,5,9,1,3.0,100.0,13.868972304231688,219.22222222222223,1,1,0.007909521624231367,0.019158772302543363,0.10699965268470964,0.12316470346015679,0.7938676083477968,0.0,2.0,0,0,0,0,1,0,0,0
57,5,7,0,0.0,0.0,10,1248,3,0,6,0,1.0,100.0,11.55555555555555,208.0,1,46,0.5293982561285333,0.25688657093428285,0.021308170483317432,0.933387908691836,0.31025828895061713,1.0,1.0,0,0,0,1,0,0,0,0
58,7,5,5,5.0,0.0,10,1325,3,5,9,1,3.0,54.79735318444996,12.56877252893189,268.6666666666667,1,14,0.050308540440639954,0.13644301692947772,0.33566088414499645,0.2243353955645171,0.7875014515277334,1.0,2.5,0,0,0,0,1,0,0,0
59,7,8,5,5.0,0.0,10,975,3,5,7,1,2.0,55.55555555555556,8.15967863419533,250.7142857142857,1,1,0.09361370149599897,0.19293730245685617,0.2692306642738034,0.34833444740507896,0.8235887472692557,0.5,2.5,0,0,0,0,1,0,0,0
60,4,4,0,-5.0,0.0,0,672,2,0,4,0,0.0,100.0,7.87438481368643,168.0,1,56,0.9149651647872222,0.770934148600751,0.032937930838046144,0.24023024183917532,0.047266101743307094,0.0,1.0,0,0,0,0,0,0,0,0
61,6,6,0,0.0,0.0,10,988,3,5,6,0,1.0,60.76260762607626,9.39878234398782,271.0,1,53,0.07455366430542962,0.4861854401903287,0.702309999221395,0.031058274049939407,0.06940321598640792,0.0,1.5,0,0,0,1,0,0,0,0
62,6,5,5,5.0,0.0,10,1726,2,5,6,1,2.0,100.0,45.06527415143603,287.6666666666667,1,1,0.12081052913828969,0.20920059780017808,0.21723426152326653,0.4344264323188227,0.8377728160041438,0.0,2.5,0,0,1,0,1,0,0,0
63,9,5,5,10.0,0.0,10,1850,4,10,9,1,3.0,67.3216885007278,13.787449694440301,305.3333333333333,1,2,0.010370162669655696,0.026989011605545545,0.14287735204156568,0.13135103366781525,0.8100022572790725,1.0,2.5,0,0,0,0,1,0,0,0
64,5,6,0,0.0,5.0,0,894,3,0,5,0,1.0,100.0,8.39436619718309,178.8,1,34,0.0046597699897514945,0.09612212845847444,0.6298699141805133,0.0013949814864136463,0.008681450092801014,1.0,1.0,0,0,0,1,0,0,0,0
65,10,5,10,10.0,0.0,10,2470,1,10,7,2,3.0,100.0,19.41823899371069,352.85714285714283,1,5,0.013942840926185527,0.03653986028191142,0.1703780229499682,0.14852727511788652,0.8343022056773142,2.0,1.5,0,0,0,0,1,0,0,0
66,5,6,0,5.0,0.0,10,1174,3,0,5,0,2.0,100.0,9.583673469387751,234.8,1,30,0.00468828699482223,0.09822124129737753,0.5413577650489961,0.0010955559117325842,0.006000912496269789,1.0,1.0,0,0,0,1,0,0,0,0
67,8,5,5,5.0,0.0,10,1324,2,5,6,1,2.0,100.0,21.21794871794871,220.66666666666663,1,3,0.02695542675633274,0.05344591462170239,0.1440232884821218,0.2474108842315421,0.9492176086631356,1.0,2.0,0,0,1,0,1,0,0,0
68,6,7,0,0.0,0.0,10,1699,4,5,10,1,1.0,69.43195749897833,17.628138617970528,244.7,1,20,0.4260178166340776,0.982443796188498,0.1802384140411791,0.0993163945887822,0.05281877261849119,0.0,2.0,0,0,0,0,1,0,0,0
69,8,5,5,5.0,0.0,10,1182,3,5,9,1,2.0,53.75170532060027,12.23602484472049,244.33333333333331,1,11,0.032532223829564756,0.07888828156126157,0.22865192324712783,0.22150937830473424,0.8836490344473555,0.0,2.5,0,0,0,0,1,0,0,0
70,7,5,5,5.0,0.0,10,744,3,5,7,1,2.0,54.14847161572053,5.59398496240601,196.28571428571428,1,6,0.02193016602128564,0.02778394774795395,0.052725906556851984,0.3085694933173307,0.9456253243907948,1.0,2.5,0,0,0,0,1,0,0,0
71,7,5,5,5.0,0.0,10,1335,3,5,6,0,2.0,100.0,14.833333333333329,222.5,1,0,0.058185256163398626,0.11522016613575022,0.20771688896685916,0.3228895257756151,0.9233294817485587,0.0,2.0,0,0,0,0,1,0,0,0
72,7,5,5,5.0,0.0,10,1588,3,5,6,0,2.0,100.0,15.471551052221349,264.6666666666667,1,7,0.002961034077269675,0.0727015448287782,0.4669393518805349,0.0006166587988249126,0.003735344018121127,0.0,2.0,0,0,0,0,1,0,0,0
73,8,5,10,10.0,0.0,10,1652,2,5,5,1,2.0,100.0,29.568641489171288,330.4,1,0,0.6658690167543677,0.33001259089744217,0.0026287025774852403,0.059129305257355345,0.0035362890073346153,1.5,2.0,0,0,1,0,1,0,0,0
74,7,5,5,10.0,5.0,10,887,3,5,9,1,2.0,43.88916378030678,3.81390549081996,224.55555555555557,1,0,0.02489276505671448,0.01999647509858657,0.021039349859876724,0.40343652758438964,0.8295325279744119,0.0,2.5,0,0,0,0,1,0,0,0
75,6,5,0,5.0,0.0,10,616,3,5,6,1,2.0,43.62606232294617,7.24791151900223,235.33333333333331,1,0,0.01670873362327197,0.02115944574321114,0.04515460735539111,0.27273399180902697,0.9107444380520731,0.0,2.5,0,0,0,0,1,0,0,0
76,8,5,5,5.0,0.0,10,1464,3,5,6,0,3.0,100.0,9.59622443628736,244.0,1,0,0.07271987562594635,0.08796203148714893,0.0887253303981234,0.5054485709919209,0.9788541054650028,1.0,2.0,0,0,0,0,1,0,0,0
77,7,6,0,0.0,0.0,10,815,3,0,7,1,1.0,48.22485207100592,9.209039548022592,241.42857142857144,1,56,0.9202050907659584,0.3551973980187816,0.008073535946945517,0.49613128330416584,0.06502943943143018,0.0,1.0,0,0,0,0,0,0,0,0
78,6,5,0,0.0,0.0,0,525,3,0,6,0,1.0,48.07692307692308,31.25,182.0,1,39,0.16247124056457313,0.0924466580217252,0.023898645356963653,0.8790156656074545,0.6634751522338181,0.0,1.5,0,0,1,1,0,0,0,0
79,5,5,0,0.0,0.0,0,1012,2,0,5,0,1.0,100.0,10.32653061224489,202.4,1,60,0.011762872499197987,0.1295578332353909,0.9949340165051596,0.014511162398493177,0.10603706118625338,0.0,1.0,0,0,0,0,0,0,0,0
80,6,6,0,0.0,0.0,0,1210,3,0,6,0,2.0,100.0,10.920577617328519,201.66666666666663,1,31,0.13685403539510363,0.034861478010141396,3.4619309535876675e-05,0.0032180048228083228,4.400326839178687e-05,1.0,2.0,0,0,0,1,0,0,0,0
81,5,6,0,0.0,0.0,5,1256,3,5,6,0,1.0,100.0,15.7,209.33333333333331,1,49,0.5104262990565397,0.10761016450139137,0.0019480546211363835,0.6676191553121064,0.07733643755060063,1.0,1.5,0,0,0,0,1,0,0,0
82,5,6,0,0.0,0.0,10,1130,2,0,5,1,2.0,100.0,10.46296296296296,226.0,1,56,0.6691812724285009,0.21961390361607627,0.007107956765671731,0.770822583504717,0.13235208904680973,1.0,1.0,0,0,0,0,0,0,0,0
83,5,5,0,5.0,0.0,0,858,2,0,5,0,2.0,100.0,11.83121897407611,171.6,1,27,0.03828622363784864,0.30301199331848144,0.9157131758619514,0.027732946625875547,0.10488123586336164,1.0,1.0,0,0,0,1,0,0,0,0
84,6,8,0,0.0,5.0,0,1188,1,0,4,1,2.0,100.0,8.380952380952381,297.0,1,52,0.07486365507066446,0.4089948002636766,0.8033089153159382,0.06469839226084594,0.18329361407538555,1.0,1.0,0,0,0,1,0,0,0,0
85,6,6,0,0.0,0.0,10,825,4,0,6,1,1.0,58.42776203966006,13.750000000000002,235.33333333333331,1,59,0.7823811185921518,0.44296090609053324,0.027636059981038533,0.7148752968446309,0.19083977526124887,0.0,1.0,0,0,0,1,0,0,0,0
86,6,6,0,0.0,5.0,-5,1040,3,0,6,1,2.0,100.0,14.4927536231884,173.33333333333334,1,28,0.0338838970535056,0.277765151094396,0.936984308560643,0.026328193112489347,0.10763842152952459,1.0,1.0,0,0,0,1,0,0,0,0
87,6,7,0,0.0,0.0,10,752,3,5,7,0,2.0,54.65116279069767,8.49717514124293,196.57142857142856,1,57,0.9356387581386084,0.6298648218915758,0.03129475475345653,0.4589375319023573,0.10245462342744886,0.0,1.0,0,0,0,0,1,0,0,0
88,5,5,0,0.0,0.0,0,1301,2,-5,5,0,2.0,100.0,18.825061496165528,260.2,1,59,0.8373680578954159,0.5158644622882093,0.031560443923030805,0.6337761445316419,0.16578801704340584,0.0,1.0,0,0,0,0,1,0,0,0
89,5,5,0,5.0,0.0,5,928,3,0,6,1,2.0,56.96746470227133,6.7100506146059296,271.5,1,12,0.030982638342158288,0.029919615838484768,0.035738388095727776,0.4122116637849452,0.9179204098191941,0.0,2.5,0,0,0,0,1,0,0,0
90,7,6,5,5.0,0.0,10,874,3,5,7,0,2.0,49.63089153889835,8.562751053198781,251.57142857142856,1,0,0.08417113061608521,0.11728692625632876,0.1257092510725076,0.4799890088435349,0.9620461286277011,0.0,3.0,0,0,0,0,1,0,0,0
91,4,6,0,5.0,0.0,0,936,2,0,4,0,1.0,100.0,9.09179213210296,234.0,1,39,0.10283599285889244,0.053983320410204275,0.016279935540130044,0.7895676268014673,0.670871507491967,0.0,1.0,0,0,0,1,0,0,0,0
92,6,6,0,0.0,0.0,10,672,2,0,6,1,1.0,51.06382978723404,7.492474077377629,219.33333333333331,1,58,0.4231853943458563,0.975502552004818,0.16325777309942782,0.08796156732802493,0.0437416112267564,1.0,1.0,0,0,0,0,0,0,0,0
93,4,4,0,0.0,0.0,0,1440,4,-5,8,0,0.0,100.0,11.89296333002973,180.0,1,53,0.08965357858613858,0.5592515808582952,0.53074635500494,0.023997933055974637,0.039564338484596596,0.0,2.0,0,1,0,1,0,0,0,0
94,6,5,5,5.0,0.0,10,768,2,5,4,0,2.0,50.39370078740157,25.617078052034692,381.0,1,6,0.14873160235506536,0.24163086900672812,0.20730247000240598,0.4760302038585998,0.8019884746731628,0.0,2.5,0,0,1,0,1,0,0,0
95,5,6,0,0.0,0.0,10,1370,3,0,6,1,1.0,100.0,13.700000000000001,228.33333333333331,1,50,0.4464902105134977,0.152338835904433,0.008514790745252097,0.9483579896810008,0.24215606550785768,1.0,1.0,0,0,0,1,0,0,0,0
96,5,6,0,0.0,0.0,5,925,3,0,7,0,1.0,100.0,13.214285714285708,132.14285714285714,0,46,0.604003491468589,0.1365509976679407,0.0022546588191317534,0.6145474808633464,0.06622628041889907,0.0,1.0,0,0,0,0,0,1,0,0
97,4,8,0,5.0,0.0,0,630,1,5,3,0,1.0,100.0,41.28440366972477,210.0,1,7,0.09797733363904504,0.029332042845183842,2.8527705392192336e-05,0.001641025983160851,2.1848412732819044e-05,1.0,1.0,0,0,1,1,0,0,0,0
98,6,5,0,5.0,0.0,5,1431,3,0,6,1,1.0,100.0,15.63934426229508,238.5,1,46,0.2861180180406643,0.0916811008378542,0.0067467839554399495,0.9701225049984311,0.30426510939545887,0.5,1.0,0,0,0,1,0,0,0,0
99,8,5,5,5.0,0.0,0,1226,1,5,4,2,2.0,100.0,32.41671073506081,306.5,1,28,0.1608922068864898,0.33216631447076744,0.3156647004756075,0.3680267945825061,0.6569253091671109,1.0,1.0,0,0,1,1,0,0,0,0
100,7,5,5,5.0,0.0,10,1417,3,5,7,1,2.0,100.0,16.194285714285712,202.42857142857144,1,11,0.011734864837101726,0.17777310131857818,0.5557107850754526,0.002519117928556346,0.009325710278074205,1.0,2.0,0,0,0,0,1,0,0,0
101,4,5,0,5.0,0.0,5,1689,3,0,6,1,2.0,100.0,16.906906906906897,281.5,1,17,0.14926214611403982,0.040524254922630634,4.542194912048796e-05,0.0036121103254091965,5.372183548444052e-05,1.0,2.0,0,0,0,0,1,0,0,0
102,5,7,0,5.0,0.0,0,928,2,0,4,0,1.0,100.0,6.977443609022551,232.0,1,7,0.5511126702798315,0.1606454043929194,0.005346180465317368,0.827331131957336,0.14620155541106739,0.0,1.0,0,0,0,1,0,0,0,0
103,9,5,10,10.0,0.0,10,2490,2,10,9,2,3.0,100.0,22.37598849748382,276.6666666666667,1,3,0.08555660416262342,0.10210530000533397,0.0928836898808566,0.5360204073626763,0.9634427251953597,1.0,2.0,0,0,0,0,1,0,0,0
104,6,5,5,5.0,0.0,10,1079,3,5,9,2,2.0,55.24833589349718,2.0317472272958303,217.0,1,15,0.015776865859751552,0.19125210903362608,0.9121448934975867,0.008876868037913106,0.0454731218931751,1.0,2.5,0,0,0,0,1,0,0,0
105,6,8,0,0.0,0.0,0,958,2,0,5,0,1.0,100.0,7.500782962730971,191.6,1,9,0.44971380628314234,0.23309762264334874,0.02495044267729459,0.9615776928645446,0.383358319805291,0.0,1.0,0,0,0,1,0,0,0,0
106,4,6,0,5.0,0.0,0,630,1,0,3,0,0.0,100.0,42.85714285714285,210.0,1,36,0.09831404693533541,0.028926180899333895,2.7636103922746067e-05,0.0016652924241174023,2.1911388258500495e-05,1.0,1.0,0,0,1,1,0,0,0,0
