,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,price_sfgr,price_sf,perc_1stflr,house_footprint,house_ga_footprint,RoomSize,QualXSF,CondXSF,BsmtGLQSF,BsmtALQSF,BsmtBLQSF,BsmtRecSF,BsmtLwQSF,Bsmt_Y,OutdoorSpace,AgeSold
10,528186170,1342,219500,120,RL,48.0,6240,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,1318.0,1342.0,GasA,Ex,Y,1342,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,550.0,TA,TA,Y,2,2008,WD ,Normal,163.5618479880775,81.78092399403874,1.0,0.21506410256410258,0.3032051282051282,223.66666666666666,10736,6710,24.0,0.0,0.0,0.0,0.0,1,35,1
11,923426070,1274,136000,60,RL,63.0,10475,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,166.0,624.0,GasA,Gd,Y,624,650,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,3,2010,WD ,Normal,106.75039246467819,71.65437302423604,0.4897959183673469,0.05957040572792363,0.11455847255369929,212.33333333333334,6370,6370,0.0,0.0,0.0,458.0,0.0,1,22,19
12,902204080,861,80000,30,RM,62.0,7404,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,861.0,861.0,GasA,TA,Y,861,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,288.0,TA,TA,N,11,2009,Oth,Normal,92.91521486643438,46.45760743321719,1.0,0.11628849270664506,0.15518638573743923,172.2,3444,5166,0.0,0.0,0.0,0.0,0.0,1,128,59
13,535105100,1394,159000,20,RL,74.0,9500,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,785.0,1394.0,GasA,Gd,Y,1394,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,RFn,2.0,514.0,TA,TA,Y,7,2009,WD ,Normal,114.06025824964132,57.03012912482066,1.0,0.14673684210526317,0.2008421052631579,232.33333333333334,8364,6970,0.0,0.0,609.0,0.0,0.0,1,76,46
14,907405020,1536,214000,20,RL,70.0,9135,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,726.0,1536.0,GasA,Ex,Y,1536,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,532.0,TA,TA,Y,12,2008,WD ,Normal,139.32291666666666,69.66145833333333,1.0,0.16814449917898194,0.22638204707170223,219.42857142857142,10752,7680,810.0,0.0,0.0,0.0,0.0,1,266,5
15,531382110,1680,163000,60,RL,50.0,8480,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,284.0,886.0,GasA,Ex,Y,886,794,0,0.0,1.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,474.0,TA,TA,Y,10,2008,WD ,Normal,97.02380952380952,63.52299298519096,0.5273809523809524,0.1044811320754717,0.16037735849056603,240.0,10080,8400,602.0,0.0,0.0,0.0,0.0,1,240,14
16,906380120,1274,203000,20,RL,68.0,8814,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,349.0,1274.0,GasA,Ex,Y,1274,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2.0,508.0,TA,TA,Y,1,2007,New,Partial,159.34065934065933,79.67032967032966,1.0,0.14454277286135694,0.2021783526208305,212.33333333333334,8918,6370,925.0,0.0,0.0,0.0,0.0,1,362,0
17,909101060,864,67000,30,RL,45.0,8248,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,823.0,864.0,GasA,TA,N,864,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,9,2008,WD ,Normal,77.54629629629629,38.773148148148145,1.0,0.10475266731328807,0.10475266731328807,172.8,2592,2592,0.0,0.0,41.0,0.0,0.0,1,100,58
18,534152050,1610,205000,20,RL,83.0,10603,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,410.0,1610.0,GasA,Gd,Y,1610,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2.0,480.0,TA,TA,Y,2,2010,WD ,Normal,127.32919254658385,63.66459627329193,1.0,0.15184381778741865,0.19711402433273603,268.3333333333333,9660,11270,0.0,1200.0,0.0,0.0,0.0,1,236,9
19,923252075,1091,131250,80,RL,62.0,7706,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,0.0,384.0,GasA,Ex,Y,1091,0,0,0.0,1.0,1,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,1.0,429.0,TA,TA,Y,8,2009,WD ,Normal,120.30247479376719,88.98305084745763,1.0,0.14157799117570724,0.19724889696340514,218.2,6546,5455,270.0,0.0,0.0,114.0,0.0,1,280,13
20,531376060,1486,181000,20,RL,65.0,7441,Pave,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,No,1461.0,1461.0,GasA,Ex,Y,1486,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,566.0,TA,TA,Y,6,2007,WD ,Normal,121.80349932705249,61.418391584662366,1.0,0.19970434081440666,0.2757693858352372,212.28571428571428,10402,7430,0.0,0.0,0.0,0.0,0.0,1,32,1
21,902201120,789,115000,20,RM,50.0,6000,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,516.0,789.0,GasA,Ex,Y,789,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,250.0,TA,TA,Y,4,2008,WD ,Partial,145.75411913814955,72.87705956907477,1.0,0.1315,0.17316666666666666,157.8,3945,3945,0.0,104.0,169.0,0.0,0.0,1,0,58
22,923228080,1092,98000,160,RM,21.0,1477,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,6,9,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,188.0,546.0,GasA,Ex,Y,546,546,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,3,2008,WD ,Normal,89.74358974358974,59.82905982905983,0.5,0.3696682464454976,0.3696682464454976,182.0,6552,9828,358.0,0.0,0.0,0.0,0.0,1,187,1
23,902326030,2640,265979,70,RM,65.0,11700,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,1240.0,1240.0,GasW,TA,N,1320,1320,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,4.0,864.0,TA,TA,N,5,2009,WD ,Normal,100.74962121212121,68.55128865979381,0.5,0.11282051282051282,0.18666666666666668,330.0,18480,18480,0.0,0.0,0.0,0.0,0.0,1,567,6
24,527451330,1092,105500,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,492.0,TA,TA,CBlock,TA,TA,No,225.0,525.0,GasA,TA,Y,525,567,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,320.0,TA,TA,Y,3,2010,WD ,Normal,96.6117216117216,65.24427952999382,0.4807692307692308,0.3125,0.5029761904761905,182.0,5460,5460,0.0,0.0,0.0,300.0,0.0,1,0,39
25,528218100,1458,168165,60,RL,58.0,13204,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,TA,PConc,Gd,TA,No,608.0,608.0,GasA,Ex,Y,608,850,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,BuiltIn,Fin,2.0,454.0,TA,TA,Y,5,2007,New,Partial,115.3395061728395,81.39641819941917,0.4170096021947874,0.046046652529536505,0.08043017267494698,243.0,10206,7290,0.0,0.0,0.0,0.0,0.0,1,133,0
26,916386140,1466,201000,20,RL,73.0,8925,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1450.0,1466.0,GasA,Ex,Y,1466,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,3.0,610.0,TA,TA,Y,7,2009,WD ,Normal,137.10777626193723,68.55388813096862,1.0,0.1642577030812325,0.23260504201680673,209.42857142857142,11728,7330,16.0,0.0,0.0,0.0,0.0,1,118,2
27,533221090,1573,177500,160,FV,17.0,2117,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,378.0,756.0,GasA,Ex,Y,769,804,0,0.0,0.0,2,1,3,1,Gd,5,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,Y,6,2010,WD ,Normal,112.84170375079466,76.21296693860026,0.4888747616020343,0.3632498819083609,0.5710911667453944,314.6,9438,7865,378.0,0.0,0.0,0.0,0.0,1,32,10
28,534128010,2090,200000,60,RL,86.0,10382,Pave,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,TA,TA,CBlock,Gd,TA,Mn,216.0,1107.0,GasA,Ex,Y,1107,983,0,1.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,RFn,2.0,484.0,TA,TA,Y,11,2009,WD ,Normal,95.69377990430623,62.55864873318736,0.529665071770335,0.10662685417068002,0.15324600269697553,298.57142857142856,14630,12540,0.0,859.0,32.0,0.0,0.0,1,667,36
29,528106110,2046,450000,20,RL,105.0,15431,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,564.0,1994.0,GasA,Ex,Y,2046,0,0,1.0,0.0,2,1,2,1,Ex,7,Typ,2,Gd,Attchd,Fin,3.0,878.0,TA,TA,Y,8,2007,WD ,Normal,219.94134897360703,111.38613861386139,1.0,0.13259024042511827,0.18948869159484155,292.2857142857143,20460,10230,1430.0,0.0,0.0,0.0,0.0,1,253,1
30,902206260,886,91300,30,RM,50.0,5784,Pave,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,190.0,190.0,GasA,Gd,Y,886,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1.0,273.0,TA,TA,Y,12,2009,WD ,Normal,103.04740406320542,84.85130111524164,1.0,0.15318118948824344,0.20038035961272477,221.5,4430,7088,0.0,0.0,0.0,0.0,0.0,1,244,13
31,528222090,1258,173500,20,RL,64.0,7697,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,1246.0,1246.0,GasA,Ex,Y,1258,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2.0,462.0,TA,TA,Y,8,2007,New,Partial,137.91732909379968,69.28913738019169,1.0,0.16344030141613616,0.22346368715083798,209.66666666666666,8806,7548,0.0,0.0,0.0,0.0,0.0,1,0,0
32,528218150,1324,199500,20,RL,100.0,18494,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1324.0,1324.0,GasA,Ex,Y,1324,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,Fin,2.0,430.0,TA,TA,Y,1,2010,WD ,Normal,150.6797583081571,75.33987915407855,1.0,0.07159078620093003,0.09484157023899643,220.66666666666666,7944,6620,0.0,0.0,0.0,0.0,0.0,1,59,5
33,903400180,1848,207000,50,RL,64.0,13053,Pave,Reg,Bnk,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,833.0,833.0,GasA,Gd,Y,1053,795,0,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,2.0,370.0,TA,TA,N,6,2008,WD ,Normal,112.01298701298701,77.20999627004849,0.5698051948051948,0.08067111008963457,0.10901708419520417,231.0,11088,12936,0.0,0.0,0.0,0.0,0.0,1,0,8
34,535453210,1269,155000,20,RL,70.0,7931,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,363.0,1269.0,GasA,TA,Y,1269,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,Unf,1.0,308.0,TA,TA,Y,6,2008,WD ,Normal,122.14342001576044,61.07171000788022,1.0,0.16000504350018913,0.19883999495649982,211.5,6345,7614,0.0,0.0,374.0,0.0,532.0,1,0,48
35,916386010,1346,220000,20,RL,88.0,11896,Pave,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,1258.0,1336.0,GasA,Ex,Y,1346,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,5,2010,WD ,Normal,163.44725111441306,82.0283370618941,1.0,0.11314727639542703,0.16862811028917282,224.33333333333334,9422,6730,78.0,0.0,0.0,0.0,0.0,1,148,2
36,907181090,1749,196000,60,RL,68.0,9272,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,342.0,842.0,GasA,Ex,Y,856,893,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,515.0,TA,TA,Y,6,2006,WD ,Normal,112.06403659233848,75.64646854496334,0.4894225271583762,0.09232096635030199,0.14786453839516825,249.85714285714286,12243,8745,500.0,0.0,0.0,0.0,0.0,1,225,7
37,902206020,492,61500,30,RM,52.0,7830,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Fa,TA,No,76.0,492.0,GasA,TA,Y,492,0,0,1.0,0.0,1,0,1,1,TA,3,Typ,0,NA,Detchd,Unf,1.0,200.0,Fa,TA,N,6,2006,WD ,Normal,125.0,62.5,1.0,0.06283524904214559,0.08837803320561942,164.0,1476,2460,0.0,0.0,0.0,0.0,416.0,1,78,56
38,527327050,2030,195000,60,RL,94.0,12046,Pave,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,692.0,848.0,GasA,TA,Y,1118,912,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,551.0,TA,TA,Y,6,2007,WD ,Normal,96.05911330049261,67.75538568450312,0.5507389162561577,0.09281089158226798,0.13855221650340363,253.75,12180,12180,0.0,0.0,0.0,0.0,156.0,1,224,31
39,527455250,988,129250,20,RL,65.0,7150,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,263.0,988.0,GasA,TA,Y,988,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,360.0,TA,TA,Y,11,2007,WD ,Normal,130.81983805668017,65.40991902834008,1.0,0.13818181818181818,0.18853146853146854,197.6,4940,5928,0.0,0.0,725.0,0.0,0.0,1,0,41
40,528326110,2172,291000,60,RL,78.0,11000,Pave,Reg,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,Gd,TA,PConc,Ex,TA,Mn,1519.0,1519.0,GasA,Ex,Y,1533,639,0,0.0,0.0,2,1,4,1,Ex,8,Typ,1,TA,BuiltIn,RFn,3.0,687.0,TA,TA,Y,6,2008,WD ,Normal,133.97790055248618,78.84042264968843,0.7058011049723757,0.13936363636363636,0.2018181818181818,271.5,19548,10860,0.0,0.0,0.0,0.0,0.0,1,315,8
41,914452190,1080,134000,20,RL,71.0,9187,Pave,Reg,Bnk,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,748.0,1084.0,GasA,TA,Y,1080,0,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Attchd,Unf,2.0,484.0,TA,TA,Y,6,2007,WD ,Normal,124.07407407407408,61.92236598890943,1.0,0.11755741809078045,0.1702405573092413,216.0,6480,5400,0.0,336.0,0.0,0.0,0.0,1,278,24
42,535425060,1312,186000,20,RL,76.0,11355,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,675.0,1312.0,GasA,Ex,Y,1312,0,0,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2.0,495.0,TA,TA,Y,4,2008,WD ,Normal,141.76829268292684,70.88414634146342,1.0,0.11554381329810656,0.1591369440774989,218.66666666666666,9184,9184,0.0,0.0,637.0,0.0,0.0,1,448,7
43,532376250,925,133500,20,RL,67.0,8638,Pave,IR1,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,744.0,925.0,GasA,Gd,Y,925,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2.0,484.0,TA,TA,Y,10,2006,WD ,Normal,144.32432432432432,72.16216216216216,1.0,0.10708497337346608,0.16311646214401482,185.0,4625,5550,0.0,181.0,0.0,0.0,0.0,1,277,43
